"sid","uid","bid","summary","created_at","updated_at","deleted","deleted_time","current_goal","current_step","goal_completed"
"S119729e-8bba-4c7c-ab33-b9ad0d043992","A-b0748c59-7ca9-4827-832e-8bbe2123ef97","C-CHJB-7UDB4JLA72",NULL,"2026-02-09 05:24:29.674163","2026-02-09 05:24:29.674166",False,NULL,NULL,NULL,False
"S1ab1c0e-18cd-4a7d-bcc8-1ec03513cc39","A-ab2ca1df-0e2e-425a-aa98-caef671058bc","C-CHJB-ATP64DLQVZ",NULL,"2026-02-09 05:24:51.093406","2026-02-09 05:24:51.09341",False,NULL,NULL,NULL,False
"S06e5712-e299-4d00-aed7-75b4c51c9122","A-f5e075ac-0400-4a5b-bc6f-51ea27f4e1e3","C-CHJB-ATP64DLQVZ",NULL,"2026-02-09 05:26:50.687661","2026-02-09 05:26:50.687665",False,NULL,NULL,NULL,False
"Sacf497d-663d-4dac-8b67-659df139cf71","A-04330d30-37c3-493d-a77c-d11129e6fe17","C-CHJB-ATP64DLQVZ",NULL,"2026-02-09 05:27:31.897738","2026-02-09 05:27:31.897742",False,NULL,NULL,NULL,False
"S95a0fdb-c62d-40f2-872e-0d6d12bdbae8","A-5ddb3013-d466-4be0-bea9-85ec26ee39cc","C-CHJB-PKX4SZVGZD","가문의 찐빵 응원 메시지","2026-02-09 05:35:16.926791","2026-02-09 05:35:44.039112",False,NULL,NULL,NULL,False
"Sa902940-9e10-4332-8f76-4bfaef257ce9","A-5c52058b-b973-480e-a427-10985eedf91d","C-CHJB-4O2T36927A",NULL,"2026-02-09 05:36:14.228562","2026-02-09 05:36:14.228565",False,NULL,NULL,NULL,False
"Sc501ef3-6d71-4e99-aa17-8c3abee58972","A-5c52058b-b973-480e-a427-10985eedf91d","C-CHJB-ATP64DLQVZ","우즈벡 솜사와 동대문 우즈벡 거리","2026-02-09 05:36:25.460482","2026-02-09 05:37:49.416395",False,NULL,NULL,NULL,False
"Sf2d4ecc-aa45-417c-925b-5693af1ebe50","A-6b5c0dec-df05-43e2-8974-70272310aca4","C-CHJB-ATP64DLQVZ","한국식 빵 변형 계기와 이유","2026-02-09 05:37:31.167777","2026-02-09 05:39:15.304703",False,NULL,NULL,NULL,False
"S716a94d-7563-4f88-814e-b5ecfdb1e606","A-5c3fa3e8-ad8a-4756-ac58-4ead199f8ab7","C-CHJB-ATP64DLQVZ","응원 메시지 전달하기","2026-02-09 05:41:08.142","2026-02-09 05:41:53.4771",False,NULL,NULL,NULL,False
"Sd216023-adbb-4d96-815b-beb7e5995a4a","A-960d8eaf-808c-4184-ba40-d103dd06af7f","C-CHJB-ATP64DLQVZ","우승 화이팅 응원 메시지","2026-02-09 05:42:16.40166","2026-02-09 05:42:43.433322",False,NULL,NULL,NULL,False
"S80ff4d1-56ac-4d67-b78b-72221418e97a","A-a89ea86b-bcdc-4019-84af-a044f0f73e8f","C-CHJB-ATP64DLQVZ","화덕빵 대박 우승 응원 세션","2026-02-09 05:44:07.989944","2026-02-09 05:44:27.541696",False,NULL,NULL,NULL,False
"Sf96b8fc-365f-446d-b122-49430e05bd04","A-a269bdf2-7953-4abc-900a-a2c8a1f73535","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이와의 인사","2026-02-09 05:47:06.605103","2026-02-09 05:47:49.97929",False,NULL,NULL,NULL,False
"S69cf059-cb4c-4d7c-b035-85758c1e950d","A-12169567-8676-4cd8-b78f-e0164e9669df","C-CHJB-ATP64DLQVZ","우즈벡화덕사나이 응원 메시지","2026-02-09 05:47:13.876715","2026-02-09 05:47:40.812156",False,NULL,NULL,NULL,False
"Sb937b68-96a3-4202-a588-4016dae1f5a9","A-feea50af-3e3e-4a56-8ce3-57ad63814b98","C-CHJB-ATP64DLQVZ","우즈벡빵 한국식 해석 사업 확장 가능성","2026-02-09 05:47:52.259721","2026-02-09 05:48:37.827779",False,NULL,NULL,NULL,False
"Sf082030-38d4-4fb9-803c-739e0c5ace5c","A-b2e24ce9-4432-4f61-b881-3b9c5f167c33","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이 스타일 질문","2026-02-09 05:50:10.674282","2026-02-09 05:50:23.020112",False,NULL,NULL,NULL,False
"Se0578f4-1224-4f82-8c5c-0562467409be","A-f6ccfba2-17e7-4a89-9083-04a1dcd1f778","C-CHJB-ATP64DLQVZ",NULL,"2026-02-09 05:52:07.138107","2026-02-09 05:52:07.13811",False,NULL,NULL,NULL,False
"Se7b042a-1327-4f45-8fd8-fce5afd287d5","A-66dfb99e-4944-47b7-8521-a5be5757da05","C-CHJB-ATP64DLQVZ","아궁이와 우즈벡 화덕의 연결성","2026-02-09 05:53:50.125398","2026-02-09 05:54:43.619403",False,NULL,NULL,NULL,False
"Sa70fdcf-d43e-4373-840b-f2bd308f2737","A-2ae7b549-bb3a-43ac-8adb-d9dc76eb16c2","C-CHJB-ATP64DLQVZ","우승 화이팅 응원 메시지","2026-02-09 05:54:36.456056","2026-02-09 05:54:49.663429",False,NULL,NULL,NULL,False
"S5f531fc-b79e-4115-835c-e230754f9d4c","A-cc512854-755a-4d80-a4c8-48d9cc04fc09","C-CHJB-73W26R8ZCN","전주 3대 빵집과 특산물 활용 빵","2026-02-09 06:01:27.067799","2026-02-09 06:01:36.865044",False,NULL,NULL,NULL,False
"S1791c6b-ea41-4dbd-bbc5-9915e9c11750","A-cc512854-755a-4d80-a4c8-48d9cc04fc09","C-CHJB-YQNTKC1VKY","제일 잘 만드는 빵 종류 질문","2026-02-09 06:02:00.017623","2026-02-09 06:02:11.898565",False,NULL,NULL,NULL,False
"S286c237-f75c-45a2-b0f4-c9efc787aa2d","A-cc512854-755a-4d80-a4c8-48d9cc04fc09","C-CHJB-PKX4SZVGZD","가장 좋아하는 찐빵 추천","2026-02-09 06:02:52.220106","2026-02-09 06:03:03.495692",False,NULL,NULL,NULL,False
"S0d02bcd-e5c4-4a30-8349-4249ec56ca0f","A-cc512854-755a-4d80-a4c8-48d9cc04fc09","C-CHJB-Y6TG3VWP70","하트 제조기와 제빵 개발에 대한 질문","2026-02-09 06:04:02.496717","2026-02-09 06:04:09.93199",False,NULL,NULL,NULL,False
"Sfde63f9-150a-4016-8638-f2f8a6b6f4a4","A-cc512854-755a-4d80-a4c8-48d9cc04fc09","C-CHJB-ZRX43LQHJR","쓰리스타 제빵사 이탈리아 디저트 소개","2026-02-09 06:04:32.677502","2026-02-09 06:04:41.958209",False,NULL,NULL,NULL,False
"S1957abd-bc62-4403-841f-60cc1fc95708","A-d45f09de-f782-4d71-bf57-a9bd6d554300","C-CHJB-CM2WMYQ1EZ","디저트 마초의 수줍음 이유","2026-02-09 06:05:16.348854","2026-02-09 06:05:30.973601",False,NULL,NULL,NULL,False
"S429d3d8-c0b9-4790-8794-dacf091636e3","A-28dd9d69-9d05-45be-8bec-23305e915a5d","C-CHJB-1MVJ6I2K29","안녕하세요 베이글 만들기 질문 세션","2026-02-09 06:09:49.5776","2026-02-09 06:09:57.510894",False,NULL,NULL,NULL,False
"S4269d82-761b-498c-8f3c-2d558093b1b5","A-0cc3931a-ef47-4fe2-8854-d333f84ffd1b","C-CHJB-UXI10P8GH2","샘 응원 메시지 전달하기","2026-02-09 06:15:50.31768","2026-02-09 06:16:02.884215",False,NULL,NULL,NULL,False
"S7d1fa14-5a5a-431a-ba10-45c117adb74f","A-5b195154-42b8-4f53-86b2-07ade3724a19","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이 응원 메시지","2026-02-09 06:41:31.607603","2026-02-09 06:41:47.752727",False,NULL,NULL,NULL,False
"Sb731f76-1f5a-4a3a-be52-95acbef589e9","A-d290d285-eaeb-4fa4-8ae2-90f7605c0ec7","C-CHJB-LO4B27C2KF",NULL,"2026-02-09 06:47:28.853333","2026-02-09 06:47:28.853336",False,NULL,NULL,NULL,False
"Sc5336fb-1b79-41a3-864d-a4e2eef14dbd","A-03091bc8-5dec-4716-9f4e-eb5a214082bb","C-CHJB-3SZQY3XFPR","쑥맛 소금빵 종류와 추천","2026-02-09 07:20:25.555773","2026-02-09 07:20:58.351648",False,NULL,NULL,NULL,False
"Sa64940f-64da-4330-ad0d-519f4e5d0020","A-cd794c0f-1b2c-4968-8fee-baa292a0ef31","C-CHJB-ATP64DLQVZ","화이팅 응원 메시지 전달","2026-02-09 07:21:21.78352","2026-02-09 07:21:41.095999",False,NULL,NULL,NULL,False
"Sff2cbac-3340-40e3-881c-8f650993ea70","A-9a45dad7-e75e-4164-8574-77a8b1ce593a","C-CHJB-ATP64DLQVZ","우즈벡 화덕사나이 피자 소개","2026-02-09 07:24:20.126423","2026-02-09 07:24:41.517667",False,NULL,NULL,NULL,False
"Scf3acd2-6b4a-4c45-b7d1-719b79d4d16d","A-816171af-9419-498a-88fc-a757e336af3a","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이 우승확정 질문","2026-02-09 07:26:16.599661","2026-02-09 07:26:48.109512",False,NULL,NULL,NULL,False
"S383a826-ad7d-4cf9-8c6b-77d408b62124","A-66de7006-eb17-4b59-a76f-ba820e0f665c","C-CHJB-ATP64DLQVZ",NULL,"2026-02-09 07:31:42.843635","2026-02-09 07:31:42.843639",False,NULL,NULL,NULL,False
"Sd5020ad-e0f1-45cc-b4d0-57f8b66f5837","A-b6509dd8-e1fb-452a-a810-caf6590aec67","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이 응원 메시지","2026-02-09 07:42:20.138109","2026-02-09 07:43:10.69214",False,NULL,NULL,NULL,False
"Se6aeb05-f744-44a5-b346-e3a840e0aebe","A-3a737258-e2f2-4291-9381-05c0a0e9421f","C-CHJB-ATP64DLQVZ",NULL,"2026-02-09 07:46:14.167215","2026-02-09 07:46:14.16722",False,NULL,NULL,NULL,False
"S35edc90-238c-4b10-b856-434f75fa3688","A-f9d29db1-14b4-45b4-84fb-bc9b370e9491","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이 응원 메시지","2026-02-09 07:47:14.430979","2026-02-09 07:48:26.017692",False,NULL,NULL,NULL,False
"S0219398-e342-426f-a765-904477fb4fbf","A-b6350ceb-971e-4516-889d-6477767c8a26","C-CHJB-ATP64DLQVZ","우즈벡 전통 빵의 매력 이유","2026-02-09 07:48:44.871213","2026-02-09 07:49:15.977322",False,NULL,NULL,NULL,False
"Sf361c84-818c-4020-8258-401e1a9ee7ef","A-0d2b547d-13a8-4f3e-91fa-ffbf525207fb","C-CHJB-VEN4UZKS6B",NULL,"2026-02-09 07:50:52.117063","2026-02-09 07:50:52.117067",False,NULL,NULL,NULL,False
"Saccb5c0-3914-4f86-ae41-0df216cdb72e","A-8e925c23-8abe-4907-b273-3723a57cd270","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이 빵 추천 요청","2026-02-09 07:51:00.892266","2026-02-09 07:51:14.961666",False,NULL,NULL,NULL,False
"Sd33a523-54bc-4d4c-ab3a-8e7843f9114e","A-98f170ca-8962-434d-8c3a-e90a00fb3072","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이와의 인사","2026-02-09 07:57:28.566583","2026-02-09 07:57:44.895684",False,NULL,NULL,NULL,False
"Se258062-4861-4ce3-a6b0-6f3a42268072","A-1525e817-e771-48ba-921d-4f756c5b677e","C-CHJB-CM2WMYQ1EZ","아산 빵집 추천 및 정보 제공","2026-02-09 08:04:49.957291","2026-02-09 08:05:02.945214",False,NULL,NULL,NULL,False
"S608e92f-fa1e-454e-a574-7c33c66962f5","A-3b9d3311-49fd-4b27-96a1-517c6f4021c3","C-CHJB-8CR122RDKV","안녕하세요 디저트 궤도 챗봇과의 대화","2026-02-09 08:10:15.980047","2026-02-09 08:10:29.715226",False,NULL,NULL,NULL,False
"S5692938-02cc-489f-b11e-7b68cb0c0e9d","A-3b9d3311-49fd-4b27-96a1-517c6f4021c3","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이와의 인사","2026-02-09 08:10:53.176145","2026-02-09 08:11:03.10422",False,NULL,NULL,NULL,False
"S5be4e92-b3dc-4c38-9d2e-e7d27cad1123","A-db6e6883-e9e6-4648-83f6-04319dc0657b","C-CHJB-2E64X76EXC","엘본더브레드 맛과 추천","2026-02-09 08:23:30.912167","2026-02-09 08:23:53.294776",False,NULL,NULL,NULL,False
"Se88a582-c930-4464-83a4-24013db8719c","A-d0c4d288-e554-44de-b15c-3e02792aba6a","C-CHJB-ATP64DLQVZ","우즈벡 전통 빵 소개","2026-02-09 08:35:55.24048","2026-02-09 08:36:59.284149",False,NULL,NULL,NULL,False
"S1d61f0d-b362-4de9-b7b9-9b2a5a3eb6cb","A-4999859f-9905-4e36-b77f-9544dc936da9","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이 우승 기원","2026-02-09 08:36:08.004659","2026-02-09 08:36:20.312114",False,NULL,NULL,NULL,False
"S3bfe84f-8bd2-4f8a-839c-580a458354ce","A-d6c1bce5-90cd-41a3-b186-5494a76f8e92","C-CHJB-97WBRE2C3R","하이엔드 디저트 제작 및 교육 장소","2026-02-09 08:37:40.665684","2026-02-09 08:37:53.764479",False,NULL,NULL,NULL,False
"S4aebc18-6604-49f6-8738-b0029a01a964","A-d6c1bce5-90cd-41a3-b186-5494a76f8e92","C-CHJB-Y6TG3VWP70","티라미수 제빵 레시피 개발 문의","2026-02-09 08:38:50.504425","2026-02-09 08:38:59.066557",False,NULL,NULL,NULL,False
"Sa6b97ec-064d-4235-952b-0f744e9ae4ed","A-d72039b7-3dfa-4c2e-85b9-6bf435db2022","C-CHJB-ATP64DLQVZ","우즈벡 화덕 빵 맛 궁금증","2026-02-09 08:39:44.291399","2026-02-09 08:40:12.475235",False,NULL,NULL,NULL,False
"S169874d-a7ad-440d-90e0-f854b7fa65ee","A-b4c8bdc0-1fe4-4629-82a8-b132028b348e","C-CHJB-Y6TG3VWP70","오프라인 매장 위치 문의","2026-02-09 09:36:56.349293","2026-02-09 09:37:09.816902",False,NULL,NULL,NULL,False
"Scd6d270-7d00-4d39-bdfd-5969411c3d70","A-37c50bb9-74f8-4945-8599-47fed7990240","C-CHJB-ATP64DLQVZ",NULL,"2026-02-09 09:53:19.507025","2026-02-09 09:53:19.507028",False,NULL,NULL,NULL,False
"S2eb93b6-6aae-4444-87af-b3fb53806b83","A-122e706f-2824-4ed0-951b-2154a4ebe404","C-CHJB-H0JWSWOX8K",NULL,"2026-02-09 09:58:12.420015","2026-02-09 09:58:12.420018",False,NULL,NULL,NULL,False
"S1564ae1-57eb-48cb-a664-17a253361e60","A-9fd02cfa-ae62-4581-934c-e09d2843f089","C-CHJB-6U0G40OYT9",NULL,"2026-02-09 10:05:02.211143","2026-02-09 10:05:02.211147",False,NULL,NULL,NULL,False
"Sd4afc6b-ad63-446b-ae51-9ad04f53118f","A-866ab446-1c28-4b57-aa85-10a4c425d60c","C-CHJB-20M2X0CNFK",NULL,"2026-02-09 10:29:58.853055","2026-02-09 10:29:58.853058",False,NULL,NULL,NULL,False
"S1abea32-f72c-472c-afda-f4b759e8585d","A-19a87dd8-1ff0-4fab-bd5c-045425520f55","C-CHJB-IBJPUPR9UW","춘천 싹쓸이 주로 만드는 빵 종류","2026-02-09 10:33:17.366747","2026-02-09 10:33:38.242857",False,NULL,NULL,NULL,False
"S0377916-1704-490e-a3b0-acc70b6f6747","A-19a87dd8-1ff0-4fab-bd5c-045425520f55","C-CHJB-8D145EK61O","전주 빵집 재료 사용 문의","2026-02-09 10:34:50.970796","2026-02-09 10:35:05.654099",False,NULL,NULL,NULL,False
"S103a836-2f51-4c9a-ba6c-818ff21f847e","A-19a87dd8-1ff0-4fab-bd5c-045425520f55","C-CHJB-H0JWSWOX8K","성적과 관련된 질문","2026-02-09 10:36:18.74043","2026-02-09 10:37:09.683937",False,NULL,NULL,NULL,False
"S0d8ebdd-d9e9-4c37-b5ae-7fa4cd275e47","A-aaa8f3d5-bf95-4d22-804d-8eb5ad0b7bda","C-CHJB-ATP64DLQVZ",NULL,"2026-02-09 10:50:09.519427","2026-02-09 10:50:09.51943",False,NULL,NULL,NULL,False
"S4b3d60c-c126-4ae4-8805-c942f1b40081","A-6714b7c1-4267-4dd1-81bb-933c9fb2f1e3","C-CHJB-QD7VRS73WU","앙 탈락띠 관련 질문 세션","2026-02-09 11:04:37.947857","2026-02-09 11:04:49.08434",False,NULL,NULL,NULL,False
"S0694481-5435-469b-999f-d7bb36a9620c","A-47c81596-7c94-46a8-b22a-770e8ef2353a","C-CHJB-CMLYSRCY85","쌀빵 맛 개선 이유와 방법","2026-02-09 11:13:13.389631","2026-02-09 11:13:30.439141",False,NULL,NULL,NULL,False
"Sa9b38c6-05db-4cfe-9162-a8dba2eea12a","A-8998e40b-ede5-473d-af30-b8200c3b27e9","C-CHJB-ATP64DLQVZ","우즈백 화덕 사나이 블로그글 작성 요청","2026-02-09 11:14:18.172421","2026-02-09 11:16:27.584387",False,NULL,NULL,NULL,False
"S346364a-714e-4b54-92e0-6e058e3c6f03","A-47c81596-7c94-46a8-b22a-770e8ef2353a","C-CHJB-I1D4H0WMOS","빵 굽는 아나운서의 출현 이유","2026-02-09 11:16:34.161076","2026-02-09 11:16:43.04193",False,NULL,NULL,NULL,False
"S44fc490-e1f1-4252-9dc1-0e38fd518102","A-47c81596-7c94-46a8-b22a-770e8ef2353a","C-CHJB-OREGO71G0R","머리 자르기 관련 질문","2026-02-09 11:17:16.805201","2026-02-09 11:17:21.674788",False,NULL,NULL,NULL,False
"S34c8a9b-632c-431d-9355-47d44aed3d64","A-f40e52fc-cceb-4c50-888a-47be15dea88e","C-CHJB-I1D4H0WMOS",NULL,"2026-02-09 11:29:46.640198","2026-02-09 11:29:46.640202",False,NULL,NULL,NULL,False
"S97be501-6375-4eb3-9694-16a283090019","A-f40e52fc-cceb-4c50-888a-47be15dea88e","C-CHJB-R0U5HEGVEI","대전 제빵사 가게 이름 문의","2026-02-09 11:30:36.863412","2026-02-09 11:30:56.719908",False,NULL,NULL,NULL,False
"Sf816f88-9a92-48f2-8898-7f41f8bcf021","A-f40e52fc-cceb-4c50-888a-47be15dea88e","C-CHJB-8XT1WWIU0M",NULL,"2026-02-09 11:31:21.663596","2026-02-09 11:31:21.6636",False,NULL,NULL,NULL,False
"Sf8e145e-21a6-416f-9f9c-029362482e06","A-f40e52fc-cceb-4c50-888a-47be15dea88e","C-CHJB-VGNSO8N9JV","가게 이름 문의","2026-02-09 11:31:56.797464","2026-02-09 11:32:04.242838",False,NULL,NULL,NULL,False
"Sdd6c539-ab3f-41f9-b0ea-237f9760d080","A-92e38ee3-4175-4695-a0e3-1096823abfac","C-CHJB-H0JWSWOX8K",NULL,"2026-02-09 11:42:21.991644","2026-02-09 11:42:21.991648",False,NULL,NULL,NULL,False
"S72054c5-37eb-46f6-b090-384512966c41","A-92e38ee3-4175-4695-a0e3-1096823abfac","C-CHJB-1YYNW107JN","가장 맛있는 빵 추천","2026-02-09 11:42:31.015587","2026-02-09 11:42:39.496741",False,NULL,NULL,NULL,False
"S9aab534-39da-4cb0-8dd6-66c7d049a90e","A-58e088d2-130c-40a0-a6ce-fe64241b8461","C-CHJB-CXFYVL1NYJ","1라운드 합격 여부 확인","2026-02-09 11:49:58.963023","2026-02-09 11:50:14.90072",False,NULL,NULL,NULL,False
"Se975bf2-322b-42a6-aead-538dcb7d992b","A-8c664395-a2eb-4ee9-86bf-7444705df4cc","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이 응원 메시지","2026-02-09 11:52:49.374057","2026-02-09 11:53:00.61796",False,NULL,NULL,NULL,False
"S0bcb64a-9889-45f4-8a54-65be1f143163","A-3855c2ef-2006-41f6-bb99-c2222d8e3a36","C-CHJB-ATP64DLQVZ","전통빵 맛보기 경험 공유","2026-02-09 12:04:38.503724","2026-02-09 12:05:08.676472",False,NULL,NULL,NULL,False
"Sa6ac3af-3592-4694-977c-4e55be0d7aa5","A-10c27613-9bbd-4839-b2c7-8b9074533941","C-CHJB-6U0G40OYT9",NULL,"2026-02-09 12:33:48.218017","2026-02-09 12:33:48.21802",False,NULL,NULL,NULL,False
"S31c2e3b-a353-4d82-8e3d-4b9348db641a","A-51e9ca46-23c8-480b-8105-1c9d7d0931e6","C-CHJB-ATP64DLQVZ",NULL,"2026-02-09 12:41:28.500392","2026-02-09 12:41:28.500396",False,NULL,NULL,NULL,False
"S0b3b57f-6d38-4c58-99b7-709f6be67ffc","A-51e9ca46-23c8-480b-8105-1c9d7d0931e6","C-CHJB-I5P9AL8243","황리단길 베이커리 사장과의 인사","2026-02-09 12:43:54.706355","2026-02-09 12:43:59.426716",False,NULL,NULL,NULL,False
"S93060dc-e302-4105-9827-8f662160c0ac","A-d284ea64-c98f-41bf-9ea1-9eb94beed75a","C-CHJB-0Y913CKI3T","빵의 종류와 건강한 재료 사용","2026-02-09 12:59:14.764465","2026-02-09 12:59:20.352968",False,NULL,NULL,NULL,False
"S323b79e-712c-4a23-b297-419afe7961fc","A-0fa9d5ff-9f2a-4e8a-89e8-dd79ac4109c8","C-CHJB-1VO28IY7CQ",NULL,"2026-02-09 13:00:51.235604","2026-02-09 13:00:51.235607",False,NULL,NULL,NULL,False
"S77e7464-b06c-4216-b386-bd48f5963be5","A-75930e1e-6b3d-460b-baee-7d6a9e35956f","C-CHJB-DBMMF4P7XM",NULL,"2026-02-09 13:04:03.82053","2026-02-09 13:04:03.820534",False,NULL,NULL,NULL,False
"Sfd0e98b-1a3d-4318-a46f-bbc9ad8a957d","A-a04b7383-d595-45ae-bd59-af0237464134","C-CHJB-2USPX2HKZU","홍대 터줏대감과의 인사 대화","2026-02-09 13:36:56.022329","2026-02-09 13:37:04.536133",False,NULL,NULL,NULL,False
"S4c3bbd6-b264-47ee-a11b-96e841cdd596","A-04b11250-554f-4745-8730-34576ff47a80","C-CHJB-IUGNJKJQLP",NULL,"2026-02-09 13:58:40.712298","2026-02-09 13:58:40.712301",False,NULL,NULL,NULL,False
"S55e3dac-287e-47b5-8a8a-d96201ec0c0d","A-04b11250-554f-4745-8730-34576ff47a80","C-CHJB-1VO28IY7CQ","이바컵 1호 예선 합격 여부 질문","2026-02-09 13:58:47.269726","2026-02-09 13:59:02.739716",False,NULL,NULL,NULL,False
"Sb381337-9f77-4f26-b1ce-7c672fd10d9c","A-04b11250-554f-4745-8730-34576ff47a80","C-CHJB-CM2WMYQ1EZ","디저트 마초 예선 합격 여부 확인","2026-02-09 13:59:24.886125","2026-02-09 13:59:37.328446",False,NULL,NULL,NULL,False
"Saf5b7ae-a6c5-4765-9522-cde85ebaba63","A-dc6fe7e5-8346-430a-9a9a-0faa15f190d6","C-CHJB-Y6TG3VWP70",NULL,"2026-02-09 14:23:16.385453","2026-02-09 14:23:16.385458",False,NULL,NULL,NULL,False
"S0005a39-766a-474f-8aea-73a2a2887729","A-fb14b72e-312d-442d-ad49-5c7cee89da3d","C-CHJB-OTFOOPD7EF",NULL,"2026-02-09 14:52:34.238055","2026-02-09 14:52:34.238058",False,NULL,NULL,NULL,False
"Sf96c554-8821-4ebd-8c1c-5096dd8ba656","A-fb14b72e-312d-442d-ad49-5c7cee89da3d","C-CHJB-ATP64DLQVZ","수학문제 해결 가능성 질문","2026-02-09 14:52:59.779605","2026-02-09 14:53:12.805313",False,NULL,NULL,NULL,False
"S5743150-f1a7-4b1c-bc13-827955b95034","A-f38dff1d-cb49-4175-903e-69e8b8c6c41b","C-CHJB-Y6TG3VWP70",NULL,"2026-02-09 14:58:41.303036","2026-02-09 14:58:41.30304",False,NULL,NULL,NULL,False
"Sd50d79a-5c76-4641-a8b1-9644e705570b","A-f38dff1d-cb49-4175-903e-69e8b8c6c41b","C-CHJB-HG7ZPNFHJP","크레이지 파티시에와의 인사","2026-02-09 14:58:59.322099","2026-02-09 14:59:03.978236",False,NULL,NULL,NULL,False
"S5f3c015-b59c-447d-8f28-91434582bf39","A-0afaa4c3-9114-409b-b7d9-9c09f5ddf132","C-CHJB-CM2WMYQ1EZ","디저트 마초와의 인사 및 소개","2026-02-09 15:09:20.954869","2026-02-09 15:09:29.835992",False,NULL,NULL,NULL,False
"Sc86c58d-84de-48ac-a1e9-0216a8f80558","A-7d400ace-fd50-4cf2-aa2a-5d72eb33f31c","C-CHJB-VEN4UZKS6B",NULL,"2026-02-09 15:19:50.139169","2026-02-09 15:19:50.139172",False,NULL,NULL,NULL,False
"S09fdb51-ff00-4b1b-aa65-4f1ae19b94fc","A-49d84186-75bf-42cf-94ed-a1562065f2a3","C-CHJB-H0JWSWOX8K","판나코타 선택 이유와 빵 미션","2026-02-09 15:33:04.244818","2026-02-09 15:34:44.01991",False,NULL,NULL,NULL,False
"S7b32d87-6910-4e50-baaa-eb9bc073ca05","A-49d84186-75bf-42cf-94ed-a1562065f2a3","C-CHJB-HG7ZPNFHJP","발레리나 최현석 디저트 제작 여부","2026-02-09 15:33:18.492669","2026-02-09 15:33:31.09756",False,NULL,NULL,NULL,False
"Sa9a5cdf-d9ee-4774-927b-b2e92154fba7","A-49d84186-75bf-42cf-94ed-a1562065f2a3","C-CHJB-Y6TG3VWP70","티라미수 선택 이유와 빵 만들기 미션","2026-02-09 15:35:21.58568","2026-02-09 15:35:32.687448",False,NULL,NULL,NULL,False
"S62abd25-635b-44a7-b43f-086ca96bda3a","A-e4850150-f7a1-46a2-977b-99850f4943e2","C-CHJB-97WBRE2C3R","디저트 제작 기술 향상 방법","2026-02-09 15:37:27.795367","2026-02-09 15:37:36.642183",False,NULL,NULL,NULL,False
"S6853cff-f73c-4aa3-bdf6-0b63c653635c","A-49d84186-75bf-42cf-94ed-a1562065f2a3","C-CHJB-HG7ZPNFHJP","AI 모델 기반 정보 질문","2026-02-09 15:37:47.174831","2026-02-09 15:37:51.268296",False,NULL,NULL,NULL,False
"Sf4b296a-c96f-42e6-8886-65dd6a52faf6","A-2f24af8e-5eef-43fb-a43b-b6d072d0f96e","C-CHJB-IBJPUPR9UW","춘천 싹쓸이 제빵사 질문 세션","2026-02-09 15:43:27.651208","2026-02-09 15:43:36.1328",False,NULL,NULL,NULL,False
"S831e156-da6d-4812-8e68-7208a896f26f","A-7051a2a7-9db1-496c-b30b-be908d2d332a","C-CHJB-ATP64DLQVZ","우즈베키스탄 전통빵 특성 소개","2026-02-09 15:57:45.815572","2026-02-12 02:45:11.270561",False,NULL,NULL,NULL,False
"Sb6041d7-49df-4ff4-9d91-31ae3221b38b","A-7051a2a7-9db1-496c-b30b-be908d2d332a","C-CHJB-CXFYVL1NYJ","괴짜 파티시에 이름의 의미와 유래","2026-02-09 15:59:30.363023","2026-02-09 15:59:44.733914",False,NULL,NULL,NULL,False
"S0a121a7-a38d-42f6-9bd3-6f7942e78aca","A-7051a2a7-9db1-496c-b30b-be908d2d332a","C-CHJB-QD7VRS73WU","마늘의 양과 맛의 부담감","2026-02-09 16:01:00.198769","2026-02-09 16:01:35.355185",False,NULL,NULL,NULL,False
"S767e40f-a625-4621-aba4-78d6540c0794","A-4a3627ed-7b0c-4cc7-80ac-a13a272f6b03","C-CHJB-ATP64DLQVZ","우즈벡 화덕 사나이와의 인사","2026-02-09 16:01:36.462584","2026-02-09 16:01:41.939483",False,NULL,NULL,NULL,False
"S672ff60-30d2-4bb3-8917-687c4b5b7e94","A-7051a2a7-9db1-496c-b30b-be908d2d332a","C-CHJB-I1D4H0WMOS","빵 굽는 아나운서의 건강한 식사 질문","2026-02-09 16:06:49.581393","2026-02-09 16:06:55.872576",False,NULL,NULL,NULL,False
"Sc1ece39-9e57-4202-aa94-6cfd4c65d49f","A-1c51f3ad-f651-4e26-b7e1-6f3887eca6b7","C-CHJB-1YYNW107JN",NULL,"2026-02-09 16:43:51.589304","2026-02-09 16:43:51.589309",False,NULL,NULL,NULL,False
